K values
7258
7344
7629
6907
7289
6792
6853
7236
7599
7806
7232
7246
8181
7152
7920
7984
6897
6586
6651
7237
7969
6803
7197
6953
7244
7263
6934
6561
7267
7316
6891
6834
6268
6125
7514
6989
6914
7667
6550
6330
6531
6613
7312
6248
