K values
2443.9325842696626
2860.4494382022467
3171.168539325843
2641.292134831461
1917.8539325842703
1435.6179775280898
2446.8539325842703
2377.573033707865
2511.651685393258
2193.9325842696626
1836.4157303370794
2649.3707865168544
3021.089887640449
2706.011235955056
3201.8089887640454
1363.6179775280898
1457.9775280898884
2547.9325842696626
2619.9325842696626
2818.730337078652
2394.651685393258
2318.8539325842703
3003.089887640449
2373.573033707865
1755.4943820224717
1853.8539325842703
3296.168539325843
2728.730337078652
3204.089887640449
2490.573033707865
2328.292134831461
2223.573033707865
2873.651685393258
2626.651685393258
2182.4943820224717
2430.4943820224717
2857.730337078652
3471.4494382022467
2730.011235955056
3197.089887640449
1566.696629213483
3148.4494382022467
2947.730337078652
2913.292134831461
3026.089887640449
1152.258426966292
2452.651685393258
2646.573033707865
1678.134831460674
2777.011235955056
2107.4157303370794
2520.292134831461
1681.4943820224717
3321.8089887640454
3125.651685393258
2668.292134831461
1306.9775280898884
1907.7752808988762
2123.213483146067
2852.573033707865
2666.292134831461
2869.011235955056
1899.0561797752807
3145.730337078652
1920.4157303370794
2103.134831460674
901.8988764044943
1727.696629213483
1579.7752808988762
2632.292134831461
3214.8089887640454
2764.011235955056
1429.3370786516853
2813.651685393258
2948.3707865168544
1986.0561797752807
2763.292134831461
2410.4943820224717
1897.8539325842703
2429.292134831461
1934.4943820224717
2713.9325842696626
2865.3707865168544
2048.134831460674
1600.9775280898884
1199.258426966292
2405.134831460674
2719.651685393258
2014.5730337078649
2896.730337078652
1832.134831460674
2296.9325842696626
2963.011235955056
1973.134831460674
2566.3707865168544
1870.8539325842703
1622.9775280898884
2378.292134831461
2535.213483146067
3121.8876404494376
1989.134831460674
2571.292134831461
3188.089887640449
2318.213483146067
3004.4494382022467
1998.4943820224717
2480.9325842696626
1925.4157303370794
2877.011235955056
2300.213483146067
2620.292134831461
2748.011235955056
2911.4494382022467
1970.4157303370794
2045.2134831460671
2324.8539325842703
1668.134831460674
1526.0561797752807
2265.4943820224717
3313.4494382022467
2148.573033707865
2121.213483146067
1914.3370786516853
2843.9325842696626
1880.0561797752807
2163.775280898876
3536.8876404494376
2575.573033707865
3241.8089887640454
